Date,Close
2015-09-23,"1938,76001"
2015-09-22,"1942,73999"
2015-09-21,"1966,969971"
2015-09-18,"1958,030029"
2015-09-17,"1990,199951"
2015-09-16,"1995,310059"
2015-09-15,"1978,089966"
2015-09-14,"1953,030029"
2015-09-11,"1961,050049"
2015-09-10,"1952,290039"
2015-09-09,"1942,040039"
2015-09-08,"1969,410034"
2015-09-04,"1921,219971"
2015-09-03,"1951,130005"
2015-09-02,"1948,859985"
2015-09-01,"1913,849976"
2015-08-31,"1972,180054"
2015-08-28,"1988,869995"
2015-08-27,"1987,660034"
2015-08-26,"1940,51001"
2015-08-25,"1867,609985"
2015-08-24,"1893,209961"
2015-08-21,"1970,890015"
2015-08-20,"2035,72998"
2015-08-19,"2079,610107"
2015-08-18,"2096,919922"
2015-08-17,"2102,439941"
2015-08-14,"2091,540039"
